order_id,order_date,customer_id,product_id,quantity,discount,channel,revenue,cost,profit
ORD01664,2022-01-29,C0002,P006,1,0.0,Direct Sales,44.42,18.03,26.39
ORD00170,2022-01-29,C0217,P019,1,0.0,Retail,182.54,128.8,53.74
ORD04299,2022-01-29,C0043,P002,1,0.0,Online,596.39,295.48,300.91
ORD04251,2022-01-29,C0052,P014,2,0.05,Online,320.05,175.74,144.31
ORD02941,2022-01-29,C0168,P005,1,0.05,Online,499.18,244.43,254.75
ORD03256,2022-01-30,C0462,P019,2,0.05,Direct Sales,346.83,257.6,89.23
ORD03995,2022-01-30,C0254,P004,2,0.0,Online,152.76,65.3,87.46
ORD01601,2022-01-30,C0168,P007,3,0.1,Retail,1404.86,1003.95,400.91
ORD02654,2022-01-30,C0490,P001,1,0.0,Retail,380.94,156.07,224.87
ORD01185,2022-01-31,C0435,P020,1,0.05,Retail,480.82,276.85,203.97
ORD03750,2022-01-31,C0343,P017,4,0.0,Retail,345.04,141.48,203.56
ORD04083,2022-01-31,C0358,P007,1,0.0,Wholesale,520.32,334.65,185.67
ORD02970,2022-02-01,C0041,P016,5,0.0,Online,1857.75,1234.7,623.05
ORD01174,2022-02-01,C0384,P016,1,0.0,Retail,371.55,246.94,124.61
ORD02860,2022-02-02,C0252,P012,1,0.1,Direct Sales,194.05,123.94,70.11
ORD01397,2022-02-02,C0295,P009,5,0.0,Online,1241.3,643.25,598.05
ORD04675,2022-02-02,C0123,P004,1,0.0,Direct Sales,76.38,32.65,43.73
ORD00455,2022-02-02,C0184,P001,1,0.0,Online,380.94,156.07,224.87
ORD02717,2022-02-02,C0413,P019,2,0.1,Wholesale,328.57,257.6,70.97
ORD01812,2022-02-02,C0411,P017,1,0.1,Online,77.63,35.37,42.26
ORD01054,2022-02-02,C0284,P016,1,0.0,Online,371.55,246.94,124.61
ORD04402,2022-02-03,C0461,P016,1,0.1,Online,334.4,246.94,87.46
ORD02282,2022-02-03,C0289,P014,5,0.15,Online,715.91,439.35,276.56
ORD02594,2022-02-03,C0298,P006,3,0.0,Direct Sales,133.26,54.09,79.17
ORD03490,2022-02-03,C0206,P008,2,0.1,Online,221.38,161.82,59.56
ORD03219,2022-02-03,C0383,P010,2,0.1,Retail,529.87,356.92,172.95
ORD00107,2022-02-04,C0161,P005,4,0.0,Retail,2101.8,977.72,1124.08
ORD00181,2022-02-04,C0350,P014,1,0.0,Direct Sales,168.45,87.87,80.58
ORD03967,2022-02-04,C0169,P012,2,0.0,Retail,431.22,247.88,183.34
ORD04981,2022-02-04,C0397,P018,1,0.0,Direct Sales,877.61,386.6,491.01
ORD03540,2022-02-04,C0151,P008,3,0.05,Retail,350.52,242.73,107.79
ORD04611,2022-02-05,C0109,P015,2,0.1,Online,588.22,482.08,106.14
ORD04363,2022-02-05,C0364,P005,1,0.2,Direct Sales,420.36,244.43,175.93
ORD00008,2022-02-05,C0444,P010,3,0.0,Retail,883.11,535.38,347.73
ORD03855,2022-02-06,C0166,P017,1,0.0,Retail,86.26,35.37,50.89
ORD01086,2022-02-06,C0178,P011,3,0.0,Direct Sales,1094.46,745.86,348.6
ORD04646,2022-02-06,C0109,P007,1,0.0,Online,520.32,334.65,185.67
ORD03386,2022-02-07,C0172,P009,1,0.15,Wholesale,211.02,128.65,82.37
ORD00713,2022-02-07,C0495,P007,1,0.0,Retail,520.32,334.65,185.67
ORD02085,2022-02-07,C0085,P009,1,0.1,Retail,223.43,128.65,94.78
ORD01706,2022-02-07,C0325,P003,4,0.05,Retail,400.41,283.4,117.01
ORD01668,2022-02-07,C0316,P019,2,0.0,Online,365.08,257.6,107.48
ORD00067,2022-02-07,C0378,P007,1,0.0,Online,520.32,334.65,185.67
ORD01112,2022-02-08,C0044,P002,2,0.15,Online,1013.86,590.96,422.9
ORD03663,2022-02-08,C0231,P001,4,0.0,Wholesale,1523.76,624.28,899.48
ORD04840,2022-02-08,C0433,P016,2,0.0,Retail,743.1,493.88,249.22
ORD04550,2022-02-08,C0177,P017,4,0.1,Retail,310.54,141.48,169.06
ORD01090,2022-02-09,C0192,P010,1,0.05,Online,279.65,178.46,101.19
ORD01628,2022-02-09,C0110,P005,4,0.15,Direct Sales,1786.53,977.72,808.81
ORD02619,2022-02-09,C0496,P011,1,0.15,Direct Sales,310.1,248.62,61.48
ORD01852,2022-02-09,C0055,P003,2,0.0,Online,210.74,141.7,69.04
ORD02456,2022-02-09,C0325,P003,4,0.0,Wholesale,421.48,283.4,138.08
ORD02014,2022-02-09,C0387,P017,4,0.1,Online,310.54,141.48,169.06
ORD02721,2022-02-09,C0451,P009,3,0.0,Online,744.78,385.95,358.83
ORD01874,2022-02-10,C0412,P018,1,0.0,Retail,877.61,386.6,491.01
ORD01053,2022-02-10,C0092,P004,2,0.0,Retail,152.76,65.3,87.46
ORD02602,2022-02-10,C0224,P009,3,0.0,Online,744.78,385.95,358.83
ORD01901,2022-02-10,C0003,P002,1,0.05,Retail,566.57,295.48,271.09
ORD03984,2022-02-10,C0404,P007,3,0.05,Wholesale,1482.91,1003.95,478.96
ORD04216,2022-02-10,C0272,P019,2,0.1,Online,328.57,257.6,70.97
ORD03905,2022-02-10,C0129,P008,4,0.05,Online,467.36,323.64,143.72
ORD04009,2022-02-11,C0176,P005,1,0.0,Online,525.45,244.43,281.02
ORD00807,2022-02-11,C0032,P013,2,0.05,Direct Sales,800.36,375.74,424.62
ORD00425,2022-02-11,C0216,P014,1,0.0,Online,168.45,87.87,80.58
ORD01498,2022-02-11,C0428,P014,1,0.15,Online,143.18,87.87,55.31
ORD03710,2022-02-12,C0027,P011,2,0.0,Wholesale,729.64,497.24,232.4
ORD03954,2022-02-12,C0097,P012,2,0.15,Wholesale,366.54,247.88,118.66
ORD04519,2022-02-12,C0156,P009,2,0.05,Wholesale,471.69,257.3,214.39
ORD02294,2022-02-12,C0366,P008,1,0.0,Retail,122.99,80.91,42.08
ORD01912,2022-02-12,C0406,P006,3,0.0,Retail,133.26,54.09,79.17
ORD02969,2022-02-12,C0095,P011,1,0.05,Retail,346.58,248.62,97.96
ORD00113,2022-02-13,C0084,P017,5,0.2,Online,345.04,176.85,168.19
ORD00234,2022-02-13,C0463,P001,1,0.05,Online,361.89,156.07,205.82
ORD00082,2022-02-13,C0191,P006,4,0.0,Retail,177.68,72.12,105.56
ORD02178,2022-02-13,C0246,P016,1,0.2,Online,297.24,246.94,50.3
ORD00949,2022-02-14,C0096,P007,4,0.0,Online,2081.28,1338.6,742.68
ORD01924,2022-02-14,C0329,P007,3,0.0,Retail,1560.96,1003.95,557.01
ORD02127,2022-02-15,C0349,P002,1,0.15,Wholesale,506.93,295.48,211.45
ORD01226,2022-02-15,C0436,P011,1,0.0,Online,364.82,248.62,116.2
ORD00329,2022-02-15,C0077,P016,5,0.2,Online,1486.2,1234.7,251.5
ORD02904,2022-02-15,C0177,P001,1,0.05,Wholesale,361.89,156.07,205.82
ORD03807,2022-02-15,C0244,P013,1,0.0,Direct Sales,421.24,187.87,233.37
ORD03988,2022-02-15,C0113,P003,1,0.1,Direct Sales,94.83,70.85,23.98
ORD02977,2022-02-15,C0226,P001,2,0.0,Retail,761.88,312.14,449.74
ORD02778,2022-02-16,C0201,P016,1,0.05,Direct Sales,352.97,246.94,106.03
ORD00628,2022-02-16,C0185,P008,2,0.1,Online,221.38,161.82,59.56
ORD04234,2022-02-16,C0364,P011,2,0.05,Online,693.16,497.24,195.92
ORD04200,2022-02-16,C0294,P007,1,0.05,Retail,494.3,334.65,159.65
ORD01692,2022-02-16,C0198,P003,1,0.2,Online,84.3,70.85,13.45
ORD00355,2022-02-16,C0071,P020,3,0.05,Online,1442.47,830.55,611.92
ORD01721,2022-02-16,C0413,P010,1,0.05,Wholesale,279.65,178.46,101.19
ORD03768,2022-02-17,C0357,P020,1,0.0,Direct Sales,506.13,276.85,229.28
ORD04343,2022-02-18,C0110,P003,1,0.1,Online,94.83,70.85,23.98
ORD02949,2022-02-18,C0008,P009,1,0.15,Retail,211.02,128.65,82.37
ORD03835,2022-02-18,C0037,P008,1,0.0,Direct Sales,122.99,80.91,42.08
ORD02773,2022-02-18,C0280,P007,3,0.15,Retail,1326.82,1003.95,322.87
ORD00287,2022-02-18,C0250,P005,3,0.0,Direct Sales,1576.35,733.29,843.06
ORD00648,2022-02-18,C0359,P016,1,0.2,Retail,297.24,246.94,50.3
ORD01489,2022-02-19,C0014,P002,2,0.05,Wholesale,1133.14,590.96,542.18
ORD04051,2022-02-19,C0359,P010,4,0.0,Online,1177.48,713.84,463.64
ORD02220,2022-02-19,C0243,P006,1,0.0,Online,44.42,18.03,26.39
ORD04811,2022-02-19,C0169,P017,1,0.15,Wholesale,73.32,35.37,37.95
ORD00895,2022-02-19,C0088,P008,1,0.0,Online,122.99,80.91,42.08
ORD04950,2022-02-19,C0352,P005,2,0.0,Online,1050.9,488.86,562.04
ORD02593,2022-02-19,C0418,P019,1,0.0,Retail,182.54,128.8,53.74
ORD04422,2022-02-20,C0499,P016,2,0.0,Direct Sales,743.1,493.88,249.22
ORD03167,2022-02-20,C0330,P007,2,0.1,Wholesale,936.58,669.3,267.28
ORD04587,2022-02-20,C0365,P007,1,0.0,Online,520.32,334.65,185.67
ORD04759,2022-02-21,C0250,P012,1,0.05,Wholesale,204.83,123.94,80.89
ORD03053,2022-02-21,C0331,P003,3,0.0,Wholesale,316.11,212.55,103.56
ORD03007,2022-02-21,C0420,P010,2,0.0,Retail,588.74,356.92,231.82
ORD00711,2022-02-21,C0466,P007,4,0.1,Wholesale,1873.15,1338.6,534.55
ORD00763,2022-02-21,C0306,P018,2,0.0,Retail,1755.22,773.2,982.02
ORD04661,2022-02-21,C0157,P014,1,0.0,Wholesale,168.45,87.87,80.58
ORD04265,2022-02-21,C0195,P001,1,0.0,Wholesale,380.94,156.07,224.87
ORD00439,2022-02-22,C0052,P002,3,0.15,Retail,1520.79,886.44,634.35
ORD00731,2022-02-22,C0150,P006,1,0.1,Online,39.98,18.03,21.95
ORD03252,2022-02-22,C0316,P014,1,0.05,Online,160.03,87.87,72.16
ORD00765,2022-02-22,C0029,P017,5,0.15,Online,366.6,176.85,189.75
ORD04074,2022-02-22,C0027,P014,3,0.1,Direct Sales,454.82,263.61,191.21
ORD04921,2022-02-23,C0446,P017,1,0.0,Online,86.26,35.37,50.89
ORD02671,2022-02-23,C0228,P001,1,0.0,Retail,380.94,156.07,224.87
ORD01233,2022-02-23,C0484,P003,3,0.05,Wholesale,300.3,212.55,87.75
ORD02570,2022-02-23,C0308,P016,2,0.0,Online,743.1,493.88,249.22
ORD03511,2022-02-24,C0494,P003,1,0.05,Online,100.1,70.85,29.25
ORD02184,2022-02-24,C0280,P004,2,0.0,Online,152.76,65.3,87.46
ORD00349,2022-02-25,C0073,P005,1,0.0,Retail,525.45,244.43,281.02
ORD02571,2022-02-25,C0055,P014,1,0.0,Wholesale,168.45,87.87,80.58
ORD02554,2022-02-26,C0161,P019,2,0.0,Direct Sales,365.08,257.6,107.48
ORD01242,2022-02-26,C0049,P015,3,0.0,Direct Sales,980.37,723.12,257.25
ORD00841,2022-02-26,C0216,P002,1,0.05,Retail,566.57,295.48,271.09
ORD03975,2022-02-27,C0366,P002,3,0.0,Wholesale,1789.17,886.44,902.73
ORD02966,2022-02-27,C0291,P018,4,0.05,Wholesale,3334.92,1546.4,1788.52
ORD04643,2022-02-27,C0279,P018,1,0.0,Online,877.61,386.6,491.01
ORD04073,2022-02-27,C0355,P004,4,0.15,Online,259.69,130.6,129.09
ORD01909,2022-02-27,C0254,P015,1,0.0,Retail,326.79,241.04,85.75
ORD03678,2022-02-27,C0003,P001,2,0.0,Wholesale,761.88,312.14,449.74
ORD04166,2022-02-27,C0228,P014,1,0.15,Retail,143.18,87.87,55.31
ORD01502,2022-02-27,C0181,P005,1,0.0,Retail,525.45,244.43,281.02
ORD03476,2022-02-28,C0337,P011,4,0.05,Retail,1386.32,994.48,391.84
ORD01800,2022-02-28,C0181,P009,5,0.0,Direct Sales,1241.3,643.25,598.05
ORD03621,2022-02-28,C0442,P004,3,0.0,Retail,229.14,97.95,131.19
ORD01623,2022-02-28,C0464,P009,1,0.0,Direct Sales,248.26,128.65,119.61
ORD00639,2022-03-01,C0370,P015,1,0.0,Online,326.79,241.04,85.75
ORD01805,2022-03-02,C0236,P001,2,0.0,Online,761.88,312.14,449.74
ORD04713,2022-03-02,C0264,P010,1,0.0,Wholesale,294.37,178.46,115.91
ORD03734,2022-03-02,C0357,P001,1,0.1,Online,342.85,156.07,186.78
ORD02635,2022-03-02,C0256,P013,4,0.1,Retail,1516.46,751.48,764.98
ORD02314,2022-03-02,C0410,P007,1,0.15,Online,442.27,334.65,107.62
ORD02916,2022-03-02,C0285,P002,1,0.0,Wholesale,596.39,295.48,300.91
ORD01270,2022-03-03,C0030,P004,4,0.15,Retail,259.69,130.6,129.09
ORD03137,2022-03-03,C0034,P009,1,0.1,Wholesale,223.43,128.65,94.78
ORD04407,2022-03-03,C0305,P004,1,0.0,Online,76.38,32.65,43.73
ORD03332,2022-03-03,C0116,P015,1,0.0,Wholesale,326.79,241.04,85.75
ORD03520,2022-03-04,C0032,P006,2,0.15,Direct Sales,75.51,36.06,39.45
ORD00863,2022-03-04,C0461,P015,3,0.0,Retail,980.37,723.12,257.25
ORD03756,2022-03-04,C0497,P008,1,0.0,Online,122.99,80.91,42.08
ORD01002,2022-03-04,C0325,P004,1,0.0,Retail,76.38,32.65,43.73
ORD01677,2022-03-05,C0002,P018,1,0.0,Retail,877.61,386.6,491.01
ORD02452,2022-03-05,C0062,P016,4,0.1,Direct Sales,1337.58,987.76,349.82
ORD02148,2022-03-06,C0032,P001,1,0.15,Direct Sales,323.8,156.07,167.73
ORD00350,2022-03-06,C0316,P012,3,0.0,Online,646.83,371.82,275.01
ORD03452,2022-03-06,C0422,P013,2,0.0,Online,842.48,375.74,466.74
ORD01911,2022-03-07,C0189,P015,1,0.1,Wholesale,294.11,241.04,53.07
ORD02124,2022-03-07,C0467,P014,2,0.0,Direct Sales,336.9,175.74,161.16
ORD04164,2022-03-07,C0187,P009,1,0.0,Direct Sales,248.26,128.65,119.61
ORD02917,2022-03-07,C0364,P014,1,0.0,Retail,168.45,87.87,80.58
ORD01349,2022-03-07,C0265,P002,2,0.0,Retail,1192.78,590.96,601.82
ORD00755,2022-03-07,C0474,P004,1,0.0,Retail,76.38,32.65,43.73
ORD00664,2022-03-08,C0018,P010,2,0.0,Direct Sales,588.74,356.92,231.82
ORD01141,2022-03-08,C0082,P012,1,0.05,Online,204.83,123.94,80.89
ORD03562,2022-03-08,C0076,P001,2,0.1,Online,685.69,312.14,373.55
ORD04905,2022-03-08,C0103,P009,2,0.2,Online,397.22,257.3,139.92
ORD03306,2022-03-08,C0351,P010,1,0.0,Retail,294.37,178.46,115.91
ORD01343,2022-03-10,C0093,P002,3,0.05,Retail,1699.71,886.44,813.27
ORD00382,2022-03-10,C0188,P001,4,0.1,Wholesale,1371.38,624.28,747.1
ORD04264,2022-03-10,C0482,P002,1,0.2,Retail,477.11,295.48,181.63
ORD02739,2022-03-10,C0043,P015,1,0.15,Wholesale,277.77,241.04,36.73
ORD04586,2022-03-10,C0300,P018,2,0.05,Online,1667.46,773.2,894.26
ORD00216,2022-03-11,C0149,P009,1,0.05,Wholesale,235.85,128.65,107.2
ORD00523,2022-03-11,C0455,P006,1,0.2,Online,35.54,18.03,17.51
ORD04870,2022-03-12,C0443,P020,2,0.0,Retail,1012.26,553.7,458.56
ORD01092,2022-03-12,C0044,P016,1,0.0,Retail,371.55,246.94,124.61
ORD02704,2022-03-13,C0460,P004,4,0.05,Retail,290.24,130.6,159.64
ORD04089,2022-03-13,C0127,P009,1,0.15,Direct Sales,211.02,128.65,82.37
ORD02036,2022-03-13,C0354,P004,2,0.0,Wholesale,152.76,65.3,87.46
ORD02471,2022-03-13,C0085,P018,3,0.15,Retail,2237.91,1159.8,1078.11
ORD04099,2022-03-13,C0083,P002,4,0.15,Online,2027.73,1181.92,845.81
ORD04434,2022-03-14,C0013,P003,1,0.15,Wholesale,89.56,70.85,18.71
ORD01070,2022-03-14,C0492,P017,4,0.0,Online,345.04,141.48,203.56
ORD04719,2022-03-14,C0003,P006,2,0.1,Wholesale,79.96,36.06,43.9
ORD03623,2022-03-14,C0150,P017,3,0.2,Retail,207.02,106.11,100.91
ORD02882,2022-03-15,C0328,P006,2,0.0,Direct Sales,88.84,36.06,52.78
ORD03011,2022-03-15,C0054,P009,4,0.0,Online,993.04,514.6,478.44
ORD04914,2022-03-15,C0011,P018,2,0.0,Retail,1755.22,773.2,982.02
ORD01403,2022-03-15,C0253,P008,1,0.1,Online,110.69,80.91,29.78
ORD01691,2022-03-15,C0400,P017,2,0.2,Wholesale,138.02,70.74,67.28
ORD03354,2022-03-15,C0022,P017,4,0.15,Retail,293.28,141.48,151.8
ORD00803,2022-03-16,C0209,P005,5,0.0,Retail,2627.25,1222.15,1405.1
ORD02792,2022-03-16,C0146,P020,2,0.05,Direct Sales,961.65,553.7,407.95
ORD02384,2022-03-16,C0381,P018,2,0.0,Retail,1755.22,773.2,982.02
ORD04290,2022-03-16,C0317,P019,1,0.15,Retail,155.16,128.8,26.36
ORD00764,2022-03-16,C0095,P018,3,0.1,Direct Sales,2369.55,1159.8,1209.75
ORD04507,2022-03-16,C0426,P015,3,0.0,Direct Sales,980.37,723.12,257.25
ORD04758,2022-03-16,C0099,P008,3,0.1,Online,332.07,242.73,89.34
ORD04025,2022-03-17,C0340,P001,4,0.0,Retail,1523.76,624.28,899.48
ORD01600,2022-03-17,C0068,P019,1,0.05,Wholesale,173.41,128.8,44.61
ORD01580,2022-03-17,C0026,P006,1,0.15,Online,37.76,18.03,19.73
ORD01946,2022-03-17,C0136,P019,1,0.0,Online,182.54,128.8,53.74
